100	0.9875
600	0.929167
1100	0.970455
1600	0.935156
2100	0.970833
2600	0.908173
3100	0.952823
3600	0.942708
4100	0.955488
4600	0.934783
5100	0.955637
5600	0.939286
6100	0.938525
6600	0.935795
7100	0.945951
7600	0.949342
8100	0.938117
8600	0.94782
9100	0.938049
9600	0.945313
10100	0.943069
10600	0.944104
11100	0.942455
11600	0.950539
12100	0.945351
12600	0.945437
13100	0.950859
13600	0.943658
14100	0.944326
14600	0.937243
15100	0.945364
15600	0.940064
16100	0.943168
16600	0.935392
17100	0.949415
17600	0.94794
18100	0.942887
18600	0.942272
19100	0.950393
19600	0.941199
20100	0.937998
20600	0.944235
21100	0.942713
21600	0.943345
22100	0.945701
22600	0.946626
23100	0.944426
23600	0.943962
24100	0.945643
24600	0.941413
25100	0.942032
25600	0.952246
26100	0.9466
26600	0.945113
27100	0.94774
27600	0.944656
28100	0.943594
28600	0.945498
29100	0.944845
29600	0.94924
30100	0.944809
30600	0.94134
31100	0.947387
31600	0.950356
32100	0.944354
32600	0.943021
33100	0.941692
33600	0.940848
34100	0.946738
34600	0.945665
35100	0.944053
35600	0.946805
36100	0.941794
36600	0.944262
37100	0.945115
37600	0.947008
38100	0.948196
38600	0.945466
39100	0.945588
39600	0.939994
40100	0.94654
40600	0.941472
41100	0.946776
41600	0.945643
42100	0.940024
42600	0.94642
43100	0.944838
43600	0.943435
44100	0.948413
44600	0.951598
45100	0.942627
45600	0.944134
46100	0.943357
46600	0.943374
47100	0.943418
47600	0.943514
48100	0.938877
48600	0.948585
49100	0.947632
49600	0.946648
50100	0.939471
50600	0.94622
51100	0.941414
51600	0.94501
52100	0.942514
52600	0.948241
53100	0.940843
53600	0.944986
54100	0.943461
54600	0.94288
55100	0.941652
55600	0.943076
56100	0.943249
56600	0.943176
57100	0.945096
57600	0.942665
58100	0.94417
58600	0.944198
59100	0.944141
59600	0.942785
60100	0.946922
60600	0.946988
61100	0.940917
61600	0.941944
62100	0.943277
62600	0.946745
63100	0.943423
63600	0.944182
64100	0.943857
64600	0.945782
65100	0.94278
65600	0.943598
66100	0.943457
66600	0.940935
67100	0.945734
67600	0.948558
68100	0.946164
68600	0.943094
69100	0.942782
69600	0.945959
70100	0.945239
70600	0.943892
71100	0.94295
71600	0.942266
72100	0.945822
72600	0.94189
73100	0.943143
73600	0.945924
74100	0.94607
74600	0.944387
75100	0.948818
75600	0.943436
76100	0.944054
76600	0.948205
77100	0.946806
77600	0.941978
78100	0.947647
78600	0.946438
79100	0.942826
79600	0.943452
80100	0.9451
80600	0.945394
81100	0.946378
81600	0.945971
82100	0.949437
82600	0.943326
83100	0.942404
83600	0.948041
84100	0.943921
84600	0.942479
85100	0.947415
85600	0.944582
86100	0.94216
86600	0.944919
87100	0.944087
87600	0.945762
88100	0.943629
88600	0.947362
89100	0.939815
89600	0.942732
90100	0.944104
90600	0.943212
91100	0.942741
91600	0.944555
92100	0.945209
92600	0.945316
93100	0.947959
93600	0.946755
94100	0.943584
94600	0.94482
95100	0.940865
95600	0.944626
96100	0.943249
96600	0.943659
97100	0.947065
97600	0.944826
98100	0.946483
98600	0.94484
99100	0.941587
99600	0.945582
