100	0.583328
600	1.02082
1100	0.821962
1600	0.874992
2100	0.944436
2600	0.975953
3100	0.912626
3600	1.01542
4100	0.920046
4600	0.932057
5100	0.903587
5600	0.996519
6100	0.964245
6600	0.945699
7100	0.881839
7600	0.967097
8100	0.871391
8600	0.948473
9100	0.90918
9600	0.990443
10100	0.917346
10600	0.9181
11100	0.920537
11600	0.965509
12100	0.896686
12600	0.996905
13100	0.930653
13600	0.938615
14100	0.904641
14600	0.919608
15100	0.936802
15600	0.964735
16100	0.980668
16600	0.941173
17100	0.979605
17600	0.944041
18100	0.954488
18600	0.984236
19100	0.94829
19600	0.961797
20100	0.949964
20600	0.940593
21100	0.936274
21600	0.923153
22100	0.917224
22600	0.929195
23100	0.962113
23600	0.928134
24100	0.931066
24600	0.940597
25100	0.955171
25600	0.955883
26100	0.939806
26600	0.96198
27100	0.930599
27600	0.969043
28100	0.945919
28600	0.947058
29100	0.925775
29600	0.964988
30100	0.915367
30600	0.950927
31100	0.960647
31600	0.943909
32100	0.967973
32600	0.91734
33100	0.945191
33600	0.946172
34100	0.947124
34600	0.936247
35100	0.970829
35600	0.955828
36100	0.913234
36600	0.952291
37100	0.931333
37600	0.932653
38100	0.936234
38600	0.949294
39100	0.956051
39600	0.954046
40100	0.930998
40600	0.932702
41100	0.941699
41600	0.968241
42100	0.936189
42600	0.954641
43100	0.944017
43600	0.936982
44100	0.9656
44600	0.954775
45100	0.934058
45600	0.932984
46100	0.949437
46600	0.938207
47100	0.932582
47600	0.950155
48100	0.930374
48600	0.939206
49100	0.954789
49600	0.9385
50100	0.945434
50600	0.925716
51100	0.949573
51600	0.92153
52100	0.939744
52600	0.945413
53100	0.951341
53600	0.920701
54100	0.951188
54600	0.939628
55100	0.936042
55600	0.943012
56100	0.963549
56600	0.94662
57100	0.948376
57600	0.945883
58100	0.947281
58600	0.94318
59100	0.929443
59600	0.954596
60100	0.979008
60600	0.939486
61100	0.946118
61600	0.931336
62100	0.942311
62600	0.933077
63100	0.94864
63600	0.956163
64100	0.938391
64600	0.962281
65100	0.955487
65600	0.94613
66100	0.933384
66600	0.944332
67100	0.943091
67600	0.963584
68100	0.949514
68600	0.944578
69100	0.935492
69600	0.935895
70100	0.944476
70600	0.94357
71100	0.952523
71600	0.936502
72100	0.936346
72600	0.937798
73100	0.948407
73600	0.942889
74100	0.951746
74600	0.950319
75100	0.93027
75600	0.931576
76100	0.966848
76600	0.93528
77100	0.926945
77600	0.928113
78100	0.972214
78600	0.972337
79100	0.956358
79600	0.961954
80100	0.953886
80600	0.947486
81100	0.936849
81600	0.93099
82100	0.940004
82600	0.946319
83100	0.944603
83600	0.95884
84100	0.927822
84600	0.933371
85100	0.920461
85600	0.942002
86100	0.966116
86600	0.945046
87100	0.940513
87600	0.94358
88100	0.925424
88600	0.966288
89100	0.953228
89600	0.951055
90100	0.946209
90600	0.951181
91100	0.954925
91600	0.93963
92100	0.946985
92600	0.95174
93100	0.949135
93600	0.946142
94100	0.957336
94600	0.949912
95100	0.927845
95600	0.937434
96100	0.953801
96600	0.934573
97100	0.943177
97600	0.947311
98100	0.959033
98600	0.94569
99100	0.931108
99600	0.934633
